NCRAS_Draw	Stage	Rate	Age	Pop	Count
Cervix	I	1.7613491213645704	56	10556174.827210527	367.8647224880383
Cervix	I	1.726423580453401	57	10265395.529	350.4999090909091
Cervix	I	1.69205323137174	58	9970941.648842106	333.62043540669856
Cervix	I	1.654624894267052	59	9683121.15768421	316.8576889952153
Cervix	I	1.6069110572604808	60	9423002.684210526	299.38217703349284
Cervix	I	1.5415270636024607	61	9212122.711789474	280.34436842105265
Cervix	I	1.4510882565434264	62	9072017.723789474	258.89473205741626
Cervix	I	1.3287194926645711	63	9022784.058842106	234.2448899521531
Cervix	I	1.179264435154536	64	9051394.726631578	207.01298564593301
Cervix	I	1.0192855538094112	65	9111699.407894736	179.2236842105263
Cervix	I	0.8658548317560449	66	9156107.638631579	152.9628038277512
Cervix	I	0.7360442521212858	67	9137028.954842106	130.31616267942584
Cervix	I	0.646342177551977	68	9008564.862789474	113.295004784689
Cervix	I	0.5998136996548528	69	8763732.184789473	102.19536842105262
Cervix	I	0.5861006389965367	70	8434463.059210526	95.5980861244019
Cervix	I	0.594261195663648	71	8054381.59468421	92.00941626794257
Cervix	I	0.6133535697428057	72	7657111.899842106	89.93561722488037
Cervix	I	0.6326867524957329	73	7275439.048	87.9170909090909
Cervix	I	0.6473379322115416	74	6922850.300210526	85.27954066985646
Cervix	I	0.6581524942067326	75	6593535.105263158	82.13397129186603
Cervix	I	0.6662266149729112	76	6280843.876631578	78.62553110047847
Cervix	I	0.6726564710016825	77	5978127.0277894735	74.89936842105263
Cervix	I	0.6785154017744093	78	5678873.505263158	71.09760765550239
Cervix	I	0.6843514955368944	79	5379758.515789473	67.29282296650717
Cervix	II	0.8643456688811155	50	12263012.52631579	212.95693779904306
Cervix	II	0.9073727421421092	51	11979635.915789474	216.57416267942583
Cervix	II	0.9503998154031027	52	11696259.305263158	220.19138755980862
Cervix	II	0.9933943118148826	53	11412863.516789474	223.79952631578948
Cervix	II	1.035574386996319	54	11128988.27963158	227.1805119617225
Cervix	II	1.0754089290343658	55	10843732.230263159	229.9072966507177
Cervix	II	1.1113342491667637	56	10556174.827210527	231.54374641148326
Cervix	II	1.1417866586312528	57	10265395.529	231.65372727272728
Cervix	II	1.165229289200684	58	9970941.648842106	229.8226220095694
Cervix	II	1.1807421449554458	59	9683121.15768421	226.1306985645933
Cervix	II	1.1880221022834645	60	9423002.684210526	221.1531100478469
Cervix	II	1.1867928581077771	61	9212122.711789474	215.48652631578946
Cervix	II	1.17677810935142	62	9072017.723789474	209.7276172248804
Cervix	II	1.1577914011670791	63	9022784.058842106	204.45398564593302
Cervix	II	1.1317127879893651	64	9051394.726631578	199.8046937799043
Cervix	II	1.1024888335348144	65	9111699.407894736	195.48026315789474
Cervix	II	1.0741559497496123	66	9156107.638631579	191.16214832535886
Cervix	II	1.0507505485799435	67	9137028.954842106	186.5318038277512
Cervix	II	1.0362045751147857	68	9008564.862789474	181.28443540669858
Cervix	II	1.0320472367273312	69	8763732.184789473	175.43152631578948
Cervix	II	1.0374050030749888	70	8434463.059210526	169.30083732057417
Cervix	II	1.0512998769579587	71	8054381.59468421	163.2338803827751
Cervix	II	1.0727538611764413	72	7657111.899842106	157.57216746411484
Cervix	II	1.1007839496617335	73	7275439.048	152.64627272727273
Cervix	II	1.1342919323603546	74	6922850.300210526	148.53520095693779
Cervix	II	1.172064395234045	75	6593535.105263158	145.06638755980862
Cervix	II	1.2128829153756422	76	6280843.876631578	142.05633014354066
Cervix	II	1.2555290698779833	77	5978127.0277894735	139.32152631578947
Cervix	II	1.2988098196444715	78	5678873.505263158	136.68229665071772
Cervix	II	1.3421159532215257	79	5379758.515789473	134.04688995215312
Cervix	III	0.25335974410570206	50	12263012.52631579	64.7775119617225
Cervix	III	0.2868578767910351	51	11979635.915789474	69.6665071770335
Cervix	III	0.3203560094763681	52	11696259.305263158	74.5555023923445
Cervix	III	0.3537943429315294	53	11412863.516789474	79.43205263157894
Cervix	III	0.38573769563239624	54	11128988.27963158	83.99747846889952
Cervix	III	0.41337550376089527	55	10843732.230263159	87.66686602870813
Cervix	III	0.4338374042687811	56	10556174.827210527	89.84285645933014
Cervix	III	0.44425303410780853	57	10265395.529	89.92809090909091
Cervix	III	0.44192522334671175	58	9970941.648842106	87.36388038277512
Cervix	III	0.42814024374475135	59	9683121.15768421	82.48094258373206
Cervix	III	0.40816780875171443	60	9423002.684210526	76.4994019138756
Cervix	III	0.38745082493436755	61	9212122.711789474	70.67805263157894
Cervix	III	0.3714321988594771	62	9072017.723789474	66.27568899521532
Cervix	III	0.365374750463021	63	9022784.058842106	64.50342583732058
Cervix	III	0.37039930717283703	64	9051394.726631578	65.47575119617225
Cervix	III	0.38348470390862305	65	9111699.407894736	68.21052631578948
Cervix	III	0.40142968895928816	66	9156107.638631579	71.67793301435407
Cervix	III	0.4210330106137416	67	9137028.954842106	74.84815311004785
Cervix	III	0.4391684351314064	68	9008564.862789474	76.72041626794258
Cervix	III	0.45443514209352726	69	8763732.184789473	76.96205263157894
Cervix	III	0.46715772440317044	70	8434463.059210526	75.90849282296651
Cervix	III	0.47773579293391616	71	8054381.59468421	73.92421531100479
Cervix	III	0.48656895855934457	72	7657111.899842106	71.3736985645933
Cervix	III	0.49405327978731517	73	7275439.048	68.61390909090909
Cervix	III	0.5005031107141129	74	6922850.300210526	65.82903827751196
Cervix	III	0.5061511010244477	75	6593535.105263158	63.030502392344495
Cervix	III	0.5112263480373092	76	6280843.876631578	60.222205741626794
Cervix	III	0.5159579490716864	77	5978127.0277894735	57.40805263157895
Cervix	III	0.5205702285857566	78	5678873.505263158	54.59186602870813
Cervix	III	0.5251777352390146	79	5379758.515789473	51.775598086124404
Cervix	IV	0.5598927481048925	50	12263012.52631579	134.08612440191388
Cervix	IV	0.5548350579428388	51	11979635.915789474	130.45167464114832
Cervix	IV	0.549777367780785	52	11696259.305263158	126.81722488038278
Cervix	IV	0.5447774522931672	53	11412863.516789474	123.19194736842105
Cervix	IV	0.5412219036664485	54	11128988.27963158	119.79597607655502
Cervix	IV	0.5418261315991195	55	10843732.230263159	117.06040669856459
